,By,Bz,PC1,PC2,PC3,PC4,SML,cpcp,hour,time,hourbin,event
590,0.4000000059604645,-2.450000047683716,107826.053080063,89319.67210778606,15854.017885728086,26304.58945511594,-317.0,56.70259203676068,0.95,2010-09-17 07:45:00,1.0,13
591,0.33000001311302185,-2.25,64900.2762374891,81216.1713024148,17379.420641024255,23495.69644450122,-466.0,56.199754820609556,1.0333333333333334,2010-09-17 07:50:00,1.0,13
592,-0.3100000023841858,-2.2300000190734863,49913.14075876803,58744.61357842524,39167.60830128194,7529.279084122489,-456.0,52.992423532614396,1.1166666666666667,2010-09-17 07:55:00,1.0,13
593,-0.9700000286102295,-2.049999952316284,-4139.346427558895,39136.76131736848,46322.14258345091,16835.919600696976,-428.0,52.747697047766216,1.2,2010-09-17 08:00:00,1.25,13
594,-1.3799999952316284,-1.5199999809265137,21605.953495548627,42640.60647117467,41715.84027243933,30273.087183710773,-465.0,53.9418230709106,1.2833333333333334,2010-09-17 08:05:00,1.25,13
595,-0.5299999713897705,-1.5399999618530273,29902.24960444955,34273.64659738752,63558.68509417849,14295.627068144078,-438.0,49.54011927487625,1.3666666666666667,2010-09-17 08:10:00,1.25,13
596,-0.7200000286102295,-1.0700000524520874,-3418.020108414197,21515.782851010696,32752.79969966657,24421.849493427926,-473.0,52.47805940606426,1.45,2010-09-17 08:15:00,1.5,13
597,-0.20000000298023224,-1.559999942779541,-22812.53514311355,11480.966683588826,39193.92649211231,44329.00426688162,-430.0,55.25998743328215,1.5333333333333334,2010-09-17 08:20:00,1.5,13
598,-0.6200000047683716,-1.2000000476837158,-22997.470519302122,-13141.59963222478,19422.799031911345,17110.555246238622,-438.0,51.12387494801164,1.6166666666666667,2010-09-17 08:25:00,1.5,13
599,-0.36000001430511475,-0.3700000047683716,-33700.828165235725,-17332.882121746246,7041.521975735676,11411.92432615844,-512.0,52.77703982274704,1.7,2010-09-17 08:30:00,,13
600,-0.2800000011920929,0.25999999046325684,-47541.22153793367,-23060.612644345427,6378.4819782158065,21053.188607627322,-439.0,55.575289567909365,1.7833333333333334,2010-09-17 08:35:00,,13
601,-0.6299999952316284,0.14000000059604645,-22529.43447309655,-2928.162810870869,25105.19838256,33840.11938086203,-407.0,54.16246724091892,1.8666666666666667,2010-09-17 08:40:00,,13
602,-0.699999988079071,-0.3400000035762787,-49204.71154093376,-7084.388475546222,13515.13430507713,48450.00977779429,-444.0,58.98621689752964,1.95,2010-09-17 08:45:00,,13
603,-0.5400000214576721,0.30000001192092896,-53873.263760500835,-28559.53561580234,42207.59279965629,28723.90514234318,-321.0,53.11058294011337,2.033333333333333,2010-09-17 08:50:00,,13
604,-1.1799999475479126,0.15000000596046448,-47472.879827254335,-31589.74879923409,43131.556356244946,38341.503771233256,-357.0,51.602740564406815,2.1166666666666667,2010-09-17 08:55:00,,13
